time_ms,chat_message
5739020,탑촤이
5739065,ㅈㅈ
5739083,ㄲㅂ
5739107,뭐임 방금 ㅋㅋ
5739158,ㅋㅋㅋㅋ
5739252,짜오 진짜 체급 ㅈ된다
5739419,짜오가 신이네
5740007,ㅋㅋㅋㅋㅋㅋㅋ
5740158,미친챔프
5740451,왜 너프안함?
5740746,역대급 ㅌㅊㅇ
5741280,피흡 문도급이네 ㅋㅋㅋ
5741504,티모 원딜이나 하죠
5741761,와 피흡 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5742038,짜오 ㅋㅋㅋㅋㅋ
5742252,탑촤이 탑촤이 야야야
5742483,왜 화 안냄?
5742932,저게 너프한거임?
5742961,자헨보다 피흡잘하노 ㅋㅋㅋㅋㅋㅋ
5744308,야스오 ㅋㅋ
5744983,11 10 11 kda는 멋있네
5745154,할만은했는데 아쉽네
5745562,짜오 저거 이상하네ㅋㅋㅋ
5745651,ㅌㅊ
5745743,줴줴이야
5745767,탑 바로 런
5746338,ㄲㄲ
5747066,너무 아깝다
5747372,왜 짜오너프안함??!!
5747717,ㅁㄷㅊㅇ ㅌㅊㅇ ㅈㅈㅇㅇ
5747717,깝다 까워
5747912,ㄲㅂ
5748529,ㅌㅊㅇ
5748933,아쉽네
5749216,ㅌㅊㅇ
5749233,아쉽ㅈ다
5749941,티모를 달라
5750166,그냥 3타가 나가면 피흡인게 사기임
5750632,짜장 저빌드 이상하네 진짜
5751917,모모모모모
5752069,ㅈㄱㅊㅇ
5752381,ㅁㄷㅊㅇ
5752408,신고 함 넣어볼까?
5753116,개모야 그립다 ㅠ
5753450,이번에야 말로 티모 원딜 두개재
5753584,ㄲㅂ
5754448,타워 피흡은 뭐냐
5755342,티모 너프먹지않음 ?
5755706,아근데 잘싸운거같은데 졋네
5755858,사일정글 발굴했다
5756042,피흡이 아니라 자체 힐이라서
5756544,메튜렁 ㅅ발아
5756551,친 ㅜ 가자
5756625,티모 쟈밌음?
5756824,속보) 괴물쥐 신라면 이제 그매 못함
5756926,정글 좀 줘라 매튜렁아
5756960,이겼음 유튭각인데 ㅠ
5757568,^모^
5757729,버섯 맛이 그립네요
5757853,티 어 게 인
5758219,아오 매튜렁
5758552,바텀불쌍 ㄹㅇ
5759082,물쥐님 어느 라인이 제일 못했나요?
5759304,미드차이라고 화를 왜 안내시죠?
5759878,문도궁 급이네
5762793,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5765155,물쥐님 할건해야지 ㅋㅋㅋ
5765637,사일정글 느낌있는데?
5767628,헉
5768025,루시안 11연패 불쌍하네
5768679,못난상체 ㄷㄷㄷㄷㄷㄷㄷㄷ
5769772,티 어게인
5770242,디아블님 명예를 안 주시네...
5770385,티모원딜 어쩌다가 꽂힌거임???
5770782,사일로 개쳐박을줄 알았는데
5770834,헉
5771079,티원 드걔재
5771212,헉
5771268,할 말은 해야지
5771925,오리 리폿
5772058,지금 프로 엄청 만난다
5772094,솔직히 디아블인거 몰랐으면 바로 욕박았음 ㅋㅋ
5772503,ㄹㅇ
5773040,둘다 못햇어
5774311,짜오가 잘하네
5774536,헉ㅎ
5774559,헉
5774658,한타는 잘했어
5775411,헉
5775748,루시안 11연패 진짜에요?
5776035,티모 원딜 줄여서
5776181,ㅇㅈ
5776911,바꿔
5777190,부포 탑이나 하자
5777658,오리 리폿
5778564,루시안 겜 접는다
5779506,야스오는 꼐속못했는데?
5779757,뭔 헉이야 ㅋㅋ
5779944,파카한테 티모한다고 뭐하더니 넌 티모할 자격이 없어
5781601,둘다못했다
5781961,근데 제리궁뺐는게좋은건가여?
5782196,디아블 아니엇으면 욕박았지 이미
5782241,미드차이 아닌가요?
5783538,오리 누구엿음?
5784596,부포바꾸지
5785310,초반에 7뎃을 박는데 명예를왜줌
5785387,부포 바꿔잇
5786079,바텀 ㅈ나 잘했는데
5786533,가락들 좀 접으라 그래
5786740,부포안바꿈?
5787400,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5787801,물쥐님도  짜장면이론보고 영감을 받아야함ㅋㅋ
5787995,못한건 못한거지
5790824,역대급 미드차이
5791083,할말은 하죠? ㅁㄷㅊㅇ ㅁㄷㅊㅇ  ㅇㅇㅇ
5791405,디아블 아니었으면 사지 토막남;
5792465,제리궁 ap 계수 높음
5793583,정글 또 잡히나
5793883,바텀 잘했는데 아쉽네
5794103,전판 카시오페아 쌍욕직전을 아는사람:
5796268,채킹 아까부터 싸움 만들려하네
5797817,지근 프로들 방송 많이함
5799945,물쥐가 더 잘생겼으면 이겼다
5803105,티모가 원딜로 좋음? 갑자기 티모 많이 하시네
5804371,미드차이로 진거지 뭐
5804524,부포 바꿔라
5805249,일단 사일러스 신고좀하죠 물쥐님
5805585,크흠
5807921,물쥐 야~호
5809659,G하
5810672,물쥐야 오늘 왜케 잘생걌냐
5812281,티모원딜 보고시팓
5814744,디아블 바로 원딜계정으로 전환
5814787,?
5815863,디아블 이제 손풀어서 원딜계정으로 다시 로그인
5816136,티모원딜 야르 ㅅㅅㅅㅅㅅㅅ
5816852,근데 사일 어렵던데 깔끔하게 잘하네
5817604,과연 이번에는
5818802,{:d_121:}
5822113,아무리봐도 탑차이같은데...
5822245,야스오 계속 봐줬는데
5822706,중계좀 하지마라 여기서
5826305,물쥐야 너가 부포로 좀 못해야 원딜이 걸리지 지금 두개다 잘하니까 라이엇 시스템상 계속 정글 걸리는 거다 그냥 존재가 버그임
5827193,탑차이맞음
5827650,역하긴하네
5828709,물쥐한테 배설하고 원딜하러 가셨다고?
5831859,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5832055,짜오는 과도한거 너프한다면서 체력회복 살짝 까고 패시브에 AP계수 달아버려서 이젠 딜까지 쳐나옴
5833358,그럼 이김
5833497,ㅇㅇ
5833547,디 어게인 ㅋ
5833768,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5833841,왜 미드로돌려
5834294,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5834827,흠
5835566,ㅋㅋㅋ....
5835713,그분은 스스로 미드 가심 ㅋㅋ
5837104,그럼 여기에 없지
5837168,맞음
5837672,일단 라인을 터뜨림 ㅋㅋ
5838112,ㅇㅇ
5838192,음?
5838213,디아블 바로 원딜계정 접속
5838545,흠
5838826,ㅋㅋ...
5839321,{:d_126:}{:d_126:}{:d_126:}
5839543,맞긴해
5839996,그건맞음
5840220,ㅇㅇ
5840223,ㄴㅇㅈ
5840273,ㅋㅋ;
5840310,너가 루시안이었으면 이겼음 ㅇㅇ
5840557,ㅇㅇ 야스오가 시팅값 안나옴
5840641,ㅇㅇ;;
5840881,그건 당연한거고
5840943,그건 맞지
5840958,캐니언 정글이었으면 이겼지
5841825,탑차이좀나긴햇음 ㅇㅇ
5842010,흠
5842212,ㅇㅇ 맞말임
5842247,흠...
5842266,맞긴함
5842690,그렇게 파줫는데 탑차이가 나는데 ㅋㅋ
5842707,시팅 받고 ㅇㅇ
5843303,흠
5844415,걍 미드연습용 계정
5844511,{:d_121:}
5844801,오리아나가 더 심각함
5844984,방금 디아블이었음?
5845167,탑 커버를 얼마나 가줬는데
5845221,{:d_116:}{:d_116:}{:d_116:}
5845331,탑차이 ㅈ댐
5845603,초반에만 좀 안풀린거지
5845648,야스오가 한게없음
5846836,야스오 심각함
5847440,짜오존재감이 ㅁㆍㅊᆢ
5847604,{:d_126:}{:d_62:}{:d_126:}{:d_62:}{:d_126:}{:d_62:}
5848017,봐준거 대비 개못했지
5848208,담판 상대원딜로 나오면..
5848405,야스오다음은 미드인가요?
5848672,야스오 ㅈ나 봐줬는데 그러는건 양심 ㄷ짐 ㅋㅋ
5848945,억빠하면 뭐 어때
5849011,디아블 매섭긴 하더라
5849531,버러지긴해
5850124,똥과 오줌임
5850992,그 이후 디아블이지 야필패였음 ㅋㅋ
5851445,미드 디아블
5851919,ㅇㅈ
5851960,맞는 거 같은데 ㄹㅇ
5853259,3분 3데스는요??
5853567,야스오가 사람이 아녔음
5853593,얘가 정글이여서 말할 수 있는거임 ㅇㅇ
5853841,흐으으음 탑미드 둘다못한거아님?
5854175,디아블은 자기가 싼거 어느정도 치우긴 했지
5854291,똥과 오줌이야 그냥 ㅇㅇ;;;
5854635,{:d_116:}{:d_116:}
5855728,저러는데 입까지 털었음
5855973,시팅 받고 ㅈㄴ 못하더라
5856580,라인전 070 이엿는데요?
5857459,그것도 맞지
5858064,디아볼 솔킬 6번따인것치고 할거하긴 했어
5859348,디아블은 후반ㄴ가서 잘하긴햇어 ㅇㅇ
5859576,라이즈가 너무큼
5859891,디아블은 복구 알아서하긴함
5861756,근데 미드바꼇으면 겜이 20분내에 끝나지 않았을까요?
5861988,흠거리는 애들은 걍 디아블 싫어하는 애들이고
5862676,자원을 줬더니 대학가서 데모했잔아
5863045,야스오 에어본 1초 연장이 존재의의였음
5863082,파카 댜스오였음 이겼냐 애들아?
5863413,똥이냐 설사냐 대결이지 뭐 ㅋㅋ
5865151,똥과 오줌이야 이길 수가 없었다 ㅇㅇ
5865193,빅웹 2번 박아줬는데 솔킬따임
5865458,미드가 제일 못했죠 이건
5869560,오리아나 학살 중 떴으면 말 다했지
5869575,억빠안해도 된다 물쥐야 굳이 욕할필욘없지만
5870183,근데... 디아블님 미드는 갑자기 왜 연습하는거지... 설마
5874405,파카 야스오 잘 못하지않나
5874478,진짜 디아블 맞음?
5874851,물쥐야 근데 모의투자 잘하는 게 정글 실력이긴 하다 ㅇㅇ땀땀
5875698,{:d_126:}
5876240,헉ㄷ
5876386,ㄱ-
5876421,원래 주포 아니면 한타는 해도 라인전이 힘듬
5876786,야스오가 짜오한테 계속 지는데 맞딜검
5877053,디아블: 아 너무 깝쳤다.. 오전엔 분명 잘됐는데
5877112,헉
5877194,스카웃고생햇다
5878598,헉
5879241,ㄱ-
5879651,욕만 하지마 ㅇㅇ
5879992,{:d_58:}
5880270,ㄱ-
5880843,ㄱ-
5881018,헉
5883229,디아블 치지직컵 2?
5883327,{:d_126:}{:d_126:}{:d_126:}{:d_126:}
5883511,헉
5883527,ㄱ-
5884109,헉
5884886,ㄱ-
5885452,헉
5885804,미쳤냐 ㅋㅋ
5885907,{:d_121:}
5886097,{:d_126:}
5886391,물쥐야 너가 부포로 게임을 못해야 원딜 잡히는데 정글 주포 잡고 원딜 부포 가자 너의 존재가 라이엇의 버그니 어카냐
5887797,스카웃을 죽이겟다
5887833,헤이헤이
5887894,헉
5888060,대 아 블
5888491,과연
5888608,ㅋㅋ
5889009,{:d_126:}
5889113,감독님 쟤 2군보내고 저 미드써주세요/
5890661,디아블 치지직컵은 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5890989,자낳대?
5891113,캬
5891157,제발 티모
5891423,아제봘~
5891498,에반데
5891519,캬
5891526,캬
5891628,오 ㅋㅋ
5891631,나이짜
5891726,다음은 미드다.
5891749,굿
5891761,상대 디아블
5892840,ㄲㅂ
5892917,모어게인
5893072,깁미 티모
5893242,드디어 ㅋㅋㅋ
5893252,티모
5893541,메튜렁 뭐하냐고
5893569,ㅋㅋㅋㅋㅋㅋㅋ
5893657,ㅈ모 ㄱㄱ
5893768,ㅅㅅ
5893883,ㄵ
5894103,드디어 티모 원딜
5894711,티모 원딜 출격
5895218,상대 디아블
5895300,티모 원딜 두궤제
5895627,닷지 제발
5895662,티모
5895902,티모벤
5896344,쥐모
5896479,이제 서폿때문에 고통받을 차례
5896569,티모  드가자
5896591,{:d_109:}{:d_109:}{:d_109:}
5896716,티모~
5896860,{:d_57:}
5896906,이잉 기모링
5897973,^모^
5898093,제발 상대원딜 디아블 ㅋㅋ!!! ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5898100,제발 상대 디아블
5898138,쥐모 드가자
5898306,ㅋㅋ 원딜걸린다고 좋아하네
5898726,티모 원딜 두개재
5898903,상대 디아블 원딜
5899762,알고잇음
5899882,ㅈ모 가나요
5900217,ㅋㅋㅋㅋㅋㅋ
5901975,기브미 티모
5902536,이제 상대원딜 디아블
5902809,정글 잘했음 ㄹㅇ
5902985,제발 미드 디아블
5903048,^모^
5903822,티모 봇 ㄱㄱㄱ
5904318,드디어 방제 실현
5904371,근데 티모원딜 장점이 뭐에요??
5904617,상대 디아블?
5905507,모다 모~
5905764,^모^
5906027,상대원딜 디아블 ㅋㅋㅋ
5908342,모
5909397,쥐모묵땨~~~~{:mlb_76:}{:mlb_76:}{:mlb_76:}{:mlb_76:}{:mlb_76:}
5909569,상대 디아블
5910195,{:d_19:}{:d_19:}{:d_19:}{:d_19:}
5910265,닷지나고 변기청소하러가면 레전드 ㅋㅋ
5912180,뒤졌다모
5912954,이제 티모밴
5913169,상대원딜 디아블진짜에요?
5913778,?
5914317,제발 밴돼라
5914320,ㅇㅇ
5914681,ㄹㅇㅋㅋ
5914776,ㅋㅋㅋㅋㅋㅋㅋ
5915122,{:d_56:}{:d_56:}{:d_56:}{:d_56:}{:d_56:}{:d_56:}{:d_56:} 상대원딜 디아블
5918263,상대 디아블 나온다 ㅋㅋㅋ
5918904,멤버차이
5919186,맞음
5919278,{:d_121:}{:d_121:}
5920260,제발 우리미드 디아블
5920670,맞음.
5920826,엥 방금판 물쥐님이 제일 잘한거같던데
5923404,멤버는..
5923456,지는겜에서 그정도면 더잘한거임
5923864,바텀이 ㅈㄴ 억울하지 머
5925185,장실갔네
5925746,제이스도 할만큼한거같은데
5926306,상대 미드 스카웃 ㅈㅉㅇㅇ?
5929116,디아블 화장실감
5931178,상대원딜 디아블이라고? 오케이 농심원딜 맡겨놧농ㅋㅋㅋ
5931577,미드 계정인데 원딜이겠냐고
5932998,제이스보다 잘함
5935260,제이스 걍 무색무취임
5935586,쥐모
5935588,티어게인
5935783,ㅋㅋㅋㅋ
5936592,ㄴㄴ 디아블님 본계로 로그인함
5937460,^모^
5937987,조합이 영
5938079,티원 ㄷㄷ
5938197,상대 원딜 데프트라고?
5939073,나이짜
5939789,드디어
5940268,버섯한접시
5940333,도란링 버그 아직도 쓸수있나?
5940740,{:d_126:}{:d_126:}
5941656,티모당ㅋㅋㅋㅋ
5942947,ㅇㅂㅌ?
5942953,이새기 트롤임?
5942987,우비티
5944372,ㅋㅋㅋㅋ
5944449,이거 좋음 ?
5945312,신스킨 ㄱ
5945335,???: 사일 정글로 지고 티모로 화풀이하네
5945934,티모 원딜 티어픽임?
5946109,우비티
5946299,우비티 ㅋㅋㅋㅋㅋ
5946301,버섯이다 모
5946448,우비티 복복티
5946767,화 많이 났으니 악마 ㄱㄱ
5947612,잡숴봐
5948149,티모당
5948636,ㅋㅋㅋㅋ왜이렇게 좋아햐요 티모원딜?
5948885,복복티해야지
5948980,개모 진득하게 한판 조져보자 물쥐야
5949587,물쥐님 티모 선픽도좋음?????
5949667,에휴
5949708,스킨 제발 다른거
5949868,탑 키아나?
5950269,이궈궈던ㅋㅋㅋ
5950470,캬
5951464,{:d_54:}{:d_54:}{:d_54:}
5951621,ㅋㅋㅋㅋㅋㅋㅋㅋ
5951906,우비티 ㅋㅋ ㅈㄴ홀애비같네
5952432,파카꺼야 이거
5953749,^^
5954067,컨트롤3 쥰내눌러
5954070,악마 ㄱㄱ
5954383,원딜 티모 ㅈㄴ웃기네
5954791,서폿니달리 ㄷㄷ
5955335,스킨 바꿔줘요
5956544,토끼{:d_5:}
5956701,괴물쥐랑 티모 조합진짜 ㅈ같다
5957333,티내시오
5957856,모모모
5957924,티모원딜 너프당한거 아녔음?
5959781,뒤지게 귀엽네 아오 ㅋㅋㅋ
5959863,상대원딜 디아블 ㄷㄷㄷ
5960072,^모^
5960426,팀조합이 벌써 똥내나네
5960820,복복티해줘 제발
5961044,이녀석은 버섯이랑 인연이 좀 있어~~
5961602,진이라..
5961915,우만하게
5962443,상대 원딜 구마유시요
5962669,스킨 귀여운뎅ㅋㅋ
5964835,^모^
5965568,우비티가 머지요?
5967508,텔포 블츠 ㄷㄷ
5969250,우 비 티
5969289,물쥐님 어쩌다가 티모원딜에 꽂히신거임??
5969393,파카꺼야
5969623,물쥐 야추 버섯만함
5969802,모모모모
5971883,매순간 오만하게 티모하시오
5971956,어? 서폿이 텔?
5973597,이분 도란링 버그 알고 있음? 알아도 안 쓰겠지만
5974500,서포터 텔포가 왜있지
5974552,티모 너프당해도 좋나요?
5974724,우비티 귀여운데
5975709,봉풀주 일듯
5976597,티모쥐
5977067,탑키아나 맞냐
5978707,우주비행사티모
5979451,픽 꼬라지 어지럽네
5980897,원딜티모는무슨 서폿이랑 어울려요??
5982850,어제썻습니다
5983103,"간악한 원딜놈이 또 불쌍한 탑챔프를 뻇어가는구나,,, 탑은 당하기만한다 진짜,,,"
5983836,티모즤 가보자
5984128,쓰는데요?
5984565,다른 스킨 껴줭
5984836,무조건 쓰죠
5985191,쓰는데여
5985540,어제 ㅈㄴ씀
5987331,괴물쥐 피지컬 다 죽여놓는 티모네…쩝…
5987426,ㅇㅇ
5988520,졵나쓰는데ㅐ?>
5989055,써야죠
5989678,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5990410,??
5990691,ㅋㅋㅋㅋㅋㅋㅋㅋ
5990700,원딜 티모는 카시 서폿이랑 어울려요
5992303,누구보다 열심히 전도중이십니다
5992907,쓸건써야제
5993778,왜 안 씀?
5994438,알빠노
5995691,매튜렁 사퇴기원
5995810,엥 존나 쓰는데요?
5995844,라꼬망?
5997779,쓰는게 롤을 건강하게 만드는거임;;
5997863,그게머임
5998621,그건또뭐임
5998694,안쓰는게 호구아님? ㅋㅋ
5998804,버그가 아니고 스끼린데요
5999419,도란링 버그가 뭐임?
5999662,신튜렁이 쓰라고 만든건데
6000470,할껀 해야지
6000651,그래 원딜도 재밌는거하자
6004444,스끼린데
6004832,버그가아니라 스끼린데
6005872,버그가 아니고 쓰끼린데
6007837,버그 아직도 됨 ?
6007922,ㄹㅇㅋㅋ
6008628,ㄹㅇ
6010755,조합 뭐지요
6012543,제라스 맛있네
6012641,신튜렁이 안 고치면 써야지 뭐 ㅋㅋ
6013217,캬
6013221,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6013355,?
6014145,ㅋㅋㅋㅋㅋ
6014912,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6015034,{:mlb_76:}{:mlb_76:}{:mlb_76:}
6015248,뭣
6015356,캬
6015395,ㅋㅋ
6016036,나도 그거쓰고 4연승함
6016165,혹시 그게 뭔가요?
6016280,헉
6016382,매튜렁이 만든 악마
6016636,신튜렁
6016644,신 튜 렁
6016936,캬
6017022,ㅇㅈ
6017549,헉
6018479,쓰십쇼;
6018588,ZI
6018915,신고할게요
6019049,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6019109,신 튜 렁
6019140,신 튜 렁
6019156,물쥐님 메튜렁 좋아해요?
6019339,캬
6019739,이게 맞지
6019809,꼬우면 너도 하셈 하는데 해야지 ㅋㅋ
6020031,신 튜 렁
6020064,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6020562,오케이 신고할게요
6020849,캬
6021102,헉
6021202,너가 건구랑 다른게머냐
6021441,{:d_60:}{:d_60:}{:d_60:}
6021651,캬
6021744,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6022386,메튜렁 니가 만든 월드
6023362,메/렁
6023395,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6023445,zzzzzzzz
6023592,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6023641,뒤틀린 사랑 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6023708,ㅋㅋㅋㅋㅋㅋㅋ
6024268,남들 안 쓰는 거 아닌데 ㄹㅇ ㅋㅋ
6024320,정글로 튕기는것도 잘 이용하고 계신건가요?
6025103,메튜령이 만든 괴물 ㅋㅋㅋ
6025250,그말 뱅가드가들음 ㅅㄱ
6025251,매튜렁 니가 이렇게 만들었어
6025850,신튜렁은 신이다
6025947,안고치면 쓰라는 거 아닌가요
6025988,호날두임?
6026037,아카츠키 정신 좋다
6026241,은근슬쩍 스리슬쩍
6026799,{:monsMonsLaungh:}{:monsMonsLaungh:}{:monsMonsLaungh:}{:monsMonsLaungh:}
6027957,메만괴 ㅋㅋㅋㅋ
6028166,존나 소심하노 누가보면 헬퍼쓰는줄
6028246,지금 티모 버그있음?
6028436,소비해서 너프하자
6028588,만렙쥐구 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6028931,신 튜령
6029444,정지먹어야지 정신차리지
6029962,chinese out!!
6030062,그러다 정지당해 물쥐님
6030353,무자비는 역시 쥐평
6030538,캬
6031651,물쥐야 똑같은 사람 되지 말자
6031892,ㄹㅇ 아무도 안쓰면 그냥 묻히잖아
6032146,응원합니다
6032705,만랩쥐구 ㄷㄷ
6032895,조합 개멋지당
6032942,매튜렁님한테 개기는거냐?
6034169,매튜렁 월드
6034255,경기종료 괴물쥐 정지
6034319,테크니션으로 성장 ㄷㄷ
6035418,지금 세나원딜 지표 엄청 좋던데
6037146,이정도면 매튜렁을 좋아하는게 아닐까
6037461,메튜렁정도면 밸패 잘하는편 아닌가요? 소신발언
6037524,무슨 버그있음??
6037743,진 4타 실명맞고 샷건 예정 ㅋㅋㅋㅋ
6038188,소비해서 너프하자
6039999,매튜렁 그새끼 즈그나라에서는 욕안먹음?
6040203,쥐크나이트
6040507,고쳐야되는거면 핫픽스하겠지 ㅋㅋ
6040985,물쥐님 티모 원딜이랑 무슨 서폿이 어울리나요
6042461,신 튜 렁
6042674,탑키아나는 뭐야
6042920,그저 no mercy ㄷㄷ
6043388,"도란링버그가머임,"
6046090,파카는 정지무섭다고 안쓰더라
6046402,순수하게 1렙기준 평타 하나차이나네 도란링 버그쓰면 안쓰면 병신맞네 이건
6046439,메튜렁에게 반기들면 정지당해
6051551,ㄹㅇ 고쳐야하는버그면 핫픽스하지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6053054,와 19년도 생각나 이 노래 들으니까 ㅅㅂ;;
6055195,탑 키아나 ?!
6056366,티모벤 안한거보면 저격 없는거아님?
6057689,진 4타가 실명보다 빨리들어가던데
6059185,ㄹㅇ
6059475,헉
6059522,호구네
6059545,정몽규도 월드컵 끝나고 사퇴한다는데 매투렁은 언제 나가냐
6059584,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6060460,랜뽑 ㅋㅋㅋㅋㅋ
6060578,ㄹㅇ
6060699,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6060871,ㄹㅇ
6061123,ㄹㅇㅋㅋ
6061126,헉
6061173,ㄹㅇ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6061583,ㅋㅋㅋㅋㅋ
6061712,헉
6061841,에혀
6062037,ㄹㅇ
6062216,헉
6062949,{:mlb_76:}{:mlb_76:}{:mlb_76:}{:mlb_76:}
6063229,랜뽑유행시켜놓고
6063342,뻔뻔
6063562,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6064262,개카
6064405,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6064768,개카 ㅋㅋ
6064992,랜뽑 유행시킨사람이 그건 또 무서워?
6065047,랜뽑하는 사람이
6066671,개카
6066772,ㄹㅇㅋㅋ
6067073,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6067927,랜뽑하는 개카련
6068145,그거 한번밖에 안썼대요 억까 ㄴㄴ
6068287,{:monsMonsHaha:}{:monsMonsHaha:}{:monsMonsHaha:}{:monsMonsHaha:}
6068802,정지무섭다노~ (랜선을 뽑으며)
6069191,랜뽑 오랜만이네 ㅋㅋ
6070625,화장실 랜뽑평 ㅋㅋㅋㅋ
6070725,그런 사람이 매판 10데스를 박어?
6070735,디시 ㄷㄷ
6071463,소 인 육
6072350,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6072737,파카의 과오
6074232,랜뽑 유행시켜놓고 에휴
6074260,핫픽스 하지 않았다면 ' 의도된 플레이'다
6074746,레전드 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6074878,참내
6074921,{:d_59:}{:d_59:}{:d_59:}{:d_59:}{:d_59:}{:d_59:}{:d_59:}{:d_59:}
6075198,랜뽑이 ㄹㅇ 비매인데 ㅋㅋㅋㅋㅋㅋㅋ
6076033,근데 연봉 3천억 받으면서 안고치는게 문제아님? 물쥐는 잘못 없음 ㅇㅇ
6076042,개 ㅏ
6076312,ㅋㅋㅋㅋㅋㅋㅋ
6076353,모순뭐야 파카
6077940,이분은 왜 갑자기 티모원딜에 꽂힌건가요?
6078357,참내 ㅋㅋ
6079186,쓴거잖아
6079524,개카련 ㅅㅂ
6079964,랜뽑전도사께서
6081175,지금 쓰네
6081191,아오 개카
6081298,정지 무섭다노~~~ (랜선을 뽑고 광고를 늦으며)
6082180,내로남불은 팤평
6084098,이거도 파카임?
6084435,메튜렁<<렁 하나때문에 이름자체가 불쾌함
6088024,누가 뽑았네 ㅋㅋㅋ
6090513,탑 파카임? 랜뽑인데 이거
6090521,상대 갱플 파카임? 랜뽑햇는데
6091983,갱플 찢어줘!!
6092304,렌뽑은 진짜 사지분해당해야하는데
6092470,한번이 뭔상관이야
6092964,키아나 : 원딜 티모냐
6093119,티모는 보는것도 재밌단거임...
6093251,랜뽑인가
6093422,뽑혔네
6093597,키아나 갱플 상대로 괜찮은가
6093827,90퍼에서안올라가는거보니 이판도뽑앗네
6095451,파카 저격 뭐지요
6097491,괴물모 머냐모!!!!!!!!!!!!
6099567,파카 저격 아오
6100904,랜뽑이 랜덤뽑기임?  어찌하는건데요?
6103531,ㄴㄴ
6104350,90퍼가 랜뽑일걸
6104375,랜뽑하면 뭐가 좋음?
6104466,그게 그거지
6104760,파카 이놈
6106715,랜뽑일걸
6107434,ㄴㄴ랜뽑하고 담배피러감
6107502,개카 갱플스킨 저거 안쓰잖어
6109806,90이 랜뽑
6109875,물쥐야 이번시즌 점수 다시 각잡고 올릴 생각은 없냐
6111282,랜뽑하면 뭐가 좋은거에요??
6112205,"파카가 또 유행시켰네,,,"
6112221,와우~
6112229,물쥐형 오늘은 푹잣나본데
6114013,이판 다시하기 나오고 다음판 다시 정글
6114080,랜뽑담배임
6115625,닷지실패는 몇이지
6116244,증바람 랜뽑이 진짜 죽이고싶던데
6117005,괴물쥐 티모 누가 막습니까??
6117145,화장실 갈라고 뽑음
6117211,"물쥐야 혹여나 정지당하면 쪽지줘라, 골드3이지만 너가 필요하다면 흔쾌히 내여주마"
6117304,근데 정 급하면 선좀 뽑을수 있찌
6117487,요즘 랜뽑 너무많아
6117615,반갑다모~~~~~~~~
6120736,닷지 실패인가보네
6121218,가보자 가보자
6122385,꿀벌티모 귀엽던뎅
6122438,무포터네
6122997,랜뽑하고 담배피고 똥싸고 컵라면 끓여먹고 옴
6125680,너밖에없다
6127916,미쳤지 골3
6128425,골쌤 ㅋㅋ
6128752,파카가 랜뽑 유행시켜서 랜뽑하고 담배피고옴
6129418,너밖에없다
6130020,고맙다
6130317,캬
6131190,겜시작을 안함 랜뽑하면
